motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K00721_upstream.h1_3	K00721_upstream	(0.36,0.4]	(54,63]	103.15	10	2.31205	27	46	83.09	17	73.91304347826086	0.7	4	4.117647058823529	23.52941176470588
K02036_downstream.h1_4	K02036_downstream	(0.4,0.44]	(46,54]	100.14	1.1764705882352942	6.95913	13	45	57.13	18	80	2.6	5	14.444444444444446	27.77777777777778
K01480_upstream.h1_2.h2_2	K01480_upstream	(0.4,0.44]	(46,54]	62.52	1.1764705882352942	2.30685	45	96	58.17	23	47.91666666666667	7.7	7	33.47826086956522	30.434782608695656
K03685_upstream.h1_4	K03685_upstream	(0.44,0.48]	(46,54]	76.04	2.7027027027027026	4.78035	59	33	75.79	9	54.54545454545454	1.8	3	20	33.33333333333333
K02705_downstream.h1_1	K02705_downstream	(0.36,0.4]	(46,54]	108.67	2.7777777777777777	5.04099	165	35	58.85	12	68.57142857142857	7.6	9	63.33333333333333	75
K02709_downstream.h1_1	K02709_downstream	(0.4,0.44]	(46,54]	60.03	1.1764705882352942	1.85487	55	42	62.76	6	28.57142857142857	0.7	3	11.666666666666666	50
K05356_downstream.h2_4	K05356_downstream	(0.44,0.48]	(41,46]	22.38	6.25	1.88165	18	77	60.45	18	46.75324675324675	1.7	3	9.444444444444445	16.666666666666664
K07340_downstream.h2_2	K07340_downstream	(0.4,0.44]	(46,54]	26.74	1.1764705882352942	0	34	93	59.8	21	45.16129032258064	8.3	10	39.523809523809526	47.61904761904761
K05808_downstream.h2_4	K05808_downstream	(0.44,0.48]	(46,54]	36.3	2.7027027027027026	0.998668	13	62	59.99	12	38.70967741935484	0.6	2	5	16.666666666666664
K07496_upstream.h1_3	K07496_upstream	(0.4,0.44]	(46,54]	1267.58	1.1764705882352942	4.13909	454	71	48.82	13	36.61971830985916	11.9	12	91.53846153846155	92.3076923076923
K04047_downstream.h1_3	K04047_downstream	(0.4,0.44]	(35,41]	186.24	6.25	5.41916	52	42	55.92	13	61.904761904761905	5	11	38.46153846153847	84.61538461538461
K07263_upstream.h1_2	K07263_upstream	(0.4,0.44]	(46,54]	105.02	1.1764705882352942	4.71678	45	48	78.54	14	58.333333333333336	2.4	3	17.142857142857142	21.428571428571427
K03216_upstream.h1_2	K03216_upstream	(0.36,0.4]	(46,54]	73.56	2.7777777777777777	0.0224998	25	36	47.62	10	55.55555555555556	3.3	9	32.99999999999999	90
K01934_upstream.h1_2	K01934_upstream	(0.4,0.44]	(35,41]	18.13	6.25	0	4	47	85.08	16	68.08510638297872	0	0	0	0
K08902_downstream.h1_2	K08902_downstream	(0.4,0.44]	(46,54]	71.15	1.1764705882352942	1.29403	24	49	56.47	16	65.3061224489796	3.1	5	19.375	31.25
K01772_downstream.h1_3	K01772_downstream	(0.4,0.44]	(46,54]	4.94	7.0588235294117645	2.94787	45	39	68.16	14	71.7948717948718	3.8	4	27.142857142857142	28.57142857142857
K01621_downstream.h1_1	K01621_downstream	(0.4,0.44]	(35,41]	47.13	6.25	4.44743	10	34	76.67	14	82.35294117647058	0.4	3	2.857142857142857	21.428571428571427
K03292_upstream.h1_1.h2_2	K03292_upstream	(0.4,0.44]	(46,54]	53.33	1.1764705882352942	4.08276	46	102	79.14	22	43.13725490196079	0.2	3	0.9090909090909092	13.636363636363635
K06149_downstream.h2_4	K06149_downstream	(0.44,0.48]	(54,63]	140.01	3.225806451612903	3.86766	51	62	57.61	14	45.16129032258064	4.2	9	30	64.28571428571429
K07486_upstream.h1_4	K07486_upstream	(0.44,0.48]	(46,54]	41.39	2.7027027027027026	6.16687	18	61	65.52	16	52.459016393442624	1.1	3	6.875000000000001	18.75
K02036_downstream.h1_3	K02036_downstream	(0.4,0.44]	(46,54]	4.74	8.23529411764706	1.93905	18	42	77.88	7	33.33333333333333	0	0	0	0
K02716_downstream.h1_4	K02716_downstream	(0.4,0.44]	(46,54]	132.63	1.1764705882352942	2.12586	74	33	63	8	48.484848484848484	2.4	5	30	62.5
K00912_upstream.h2_1.h2_2	K00912_upstream	(0.4,0.44]	(46,54]	23.65	1.1764705882352942	1.97563	22	78	79.23	19	48.717948717948715	0	0	0	0
K01887_downstream.h2_3	K01887_downstream	(0.4,0.44]	(41,46]	236.42	1.4084507042253522	6.95889	68	100	69.56	24	48	4.9	5	20.416666666666668	20.833333333333336
K01056_downstream.h1_1	K01056_downstream	(0.4,0.44]	(46,54]	25.47	1.1764705882352942	0	15	40	81.01	15	75	0.5	1	3.3333333333333335	6.666666666666667
K03046_downstream.h1_5	K03046_downstream	(0.4,0.44]	(35,41]	49.92	6.25	3.93683	22	34	70.93	13	76.47058823529412	1	4	7.6923076923076925	30.76923076923077
K00316_downstream.h1_3	K00316_downstream	(0.4,0.44]	(35,41]	4.24	6.25	6.23476	7	44	45.44	18	81.81818181818183	1.8	5	10	27.77777777777778
K02863_downstream.h1_2	K02863_downstream	(0.4,0.44]	(54,63]	41.57	3.3333333333333335	1.71965	118	29	74.4	7	48.275862068965516	0.9	2	12.85714285714286	28.57142857142857
K04077_downstream.h2_1	K04077_downstream	(0.4,0.44]	(41,46]	620.04	1.4084507042253522	8.13236	160	54	40.32	11	40.74074074074074	9.4	11	85.45454545454547	100
K02954_downstream.h2_4	K02954_downstream	(0.4,0.44]	(54,63]	29.46	6.666666666666667	0.0472641	46	106	48.06	19	35.84905660377358	11.1	15	58.42105263157894	78.94736842105263
K02276_upstream.h1_2	K02276_upstream	(0.4,0.44]	(54,63]	85.57	3.3333333333333335	2.23501	21	53	56.24	20	75.47169811320755	3.9	7	19.5	35
K01425_upstream.h1_1	K01425_upstream	(0.36,0.4]	(35,41]	52.5	5.88235294117647	1.23771	33	35	49.96	8	45.714285714285715	2.6	5	32.5	62.5
K13993_downstream.h2_2	K13993_downstream	(0.4,0.44]	(35,41]	180.71	6.25	3.9974	57	60	52.45	12	40	5.9	9	49.16666666666667	75
K13993_downstream.h1_5	K13993_downstream	(0.4,0.44]	(35,41]	128.82	6.25	4.92184	48	37	58.95	11	59.45945945945946	3.8	7	34.54545454545455	63.63636363636363
K07005_upstream.h2_1	K07005_upstream	(0.4,0.44]	(41,46]	10.02	2.8169014084507045	0	13	77	61.11	14	36.36363636363637	0.6	0	4.285714285714286	0
K01887_upstream.h1_2.h2_2	K01887_upstream	(0.4,0.44]	(35,41]	11.99	6.25	0	65	119	69.99	13	21.84873949579832	1.4	0	10.769230769230768	0
K03696_downstream.h1_3	K03696_downstream	(0.4,0.44]	(46,54]	249.43	1.1764705882352942	2.82339	84	39	60.57	13	66.66666666666666	7.3	11	56.15384615384615	84.61538461538461
K02692_downstream.h1_3	K02692_downstream	(0.4,0.44]	(54,63]	30.49	6.666666666666667	3.54484	27	59	50.95	21	71.1864406779661	7.4	8	35.23809523809524	38.095238095238095
K06076_upstream.h1_3	K06076_upstream	(0.36,0.4]	(35,41]	142.04	5.88235294117647	0.0574883	31	44	40.68	17	77.27272727272727	9.2	17	54.11764705882353	100
K04773_downstream.h1_4	K04773_downstream	(0.4,0.44]	(46,54]	25.52	1.1764705882352942	0	32	71	56.35	11	30.985915492957744	2	4	18.181818181818183	36.36363636363637
K03046_downstream.h2_2	K03046_downstream	(0.4,0.44]	(35,41]	96.32	6.25	5.9606	25	65	54.49	14	43.07692307692308	1.6	6	11.428571428571429	42.857142857142854
K02698_downstream.h2_1	K02698_downstream	(0.4,0.44]	(41,46]	146.48	1.4084507042253522	1.3845	43	50	49.43	9	36	3.5	8	38.88888888888889	88.88888888888889
K03320_downstream.h2_2	K03320_downstream	(0.4,0.44]	(46,54]	136.09	1.1764705882352942	5.68055	51	77	58.99	13	33.76623376623377	4.1	10	31.538461538461537	76.92307692307693
K07040_downstream.h1_4	K07040_downstream	(0.4,0.44]	(35,41]	21.82	6.25	4.1379	4	46	66.76	19	82.6086956521739	0.1	1	0.5263157894736842	5.263157894736842
K02897_downstream.h1_4	K02897_downstream	(0.4,0.44]	(46,54]	62.29	1.1764705882352942	2.97326	53	28	74.36	10	71.42857142857143	1.6	3	16	30
K06149_downstream.h1_3	K06149_downstream	(0.44,0.48]	(54,63]	42.19	9.677419354838708	3.44086	46	36	69.88	14	77.77777777777779	3.3	6	23.57142857142857	42.857142857142854
K02834_downstream.h2_1.h2_2	K02834_downstream	(0.36,0.4]	(35,41]	34.84	5.88235294117647	3.80595	24	76	63.3	11	28.947368421052634	0.4	1	3.6363636363636367	9.090909090909092
K02338_upstream.h1_1	K02338_upstream	(0.36,0.4]	(46,54]	24.21	2.7777777777777777	0.161009	77	122	56.82	12	19.672131147540984	2.2	2	18.333333333333336	16.666666666666664
K04077_downstream.h2_2	K04077_downstream	(0.4,0.44]	(41,46]	488.13	1.4084507042253522	5.89529	138	61	49.59	14	45.90163934426229	8.6	11	61.42857142857142	78.57142857142857
K05524_downstream.h1_1	K05524_downstream	(0.4,0.44]	(46,54]	14.94	2.3529411764705883	2.55622	24	54	47.5	13	48.148148148148145	4.6	7	35.38461538461538	53.84615384615385
K03685_upstream.h1_1.h1_2	K03685_upstream	(0.44,0.48]	(46,54]	108.73	2.7027027027027026	6.8478	38	56	89.86	16	57.14285714285714	1.1	6	6.875000000000001	37.5
K01887_upstream.h2_1	K01887_upstream	(0.4,0.44]	(35,41]	5.4	6.25	0.750156	35	90	76.23	18	40	1.9	1	10.555555555555555	5.555555555555555
K03885_downstream.h1_1	K03885_downstream	(0.44,0.48]	(41,46]	64.77	6.25	2.99487	11	33	66.56	15	90.9090909090909	0.7	2	4.666666666666666	13.333333333333334
K11145_upstream.h1_4	K11145_upstream	(0.36,0.4]	(46,54]	23.9	2.7777777777777777	1.96079	10	47	72.85	13	55.319148936170215	0.2	2	1.5384615384615385	15.384615384615385
K04065_upstream.h1_2	K04065_upstream	(0.4,0.44]	(41,46]	56.68	1.4084507042253522	0	13	49	54.68	15	61.224489795918366	2.3	5	15.333333333333332	33.33333333333333
K04078_upstream.h1_3	K04078_upstream	(0.44,0.48]	(46,54]	21.22	8.108108108108109	1.91754	131	35	72.87	9	51.42857142857142	0.5	1	5.555555555555555	11.11111111111111
K06962_upstream.h1_3.h2_1.h1_1	K06962_upstream	(0.36,0.4]	(54,63]	41.71	10	0.675892	40	97	75.96	11	22.68041237113402	1.8	2	16.363636363636363	18.181818181818183
K01661_downstream.h1_1	K01661_downstream	(0.4,0.44]	(46,54]	52.46	1.1764705882352942	2.80569	35	36	75.19	13	72.22222222222221	1.3	3	10	23.076923076923077
K10257_downstream.h1_1	K10257_downstream	(0.4,0.44]	(46,54]	27.65	1.1764705882352942	3.95633	5	36	72.43	14	77.77777777777779	0.1	2	0.7142857142857143	14.285714285714285
K01661_downstream.h2_2	K01661_downstream	(0.4,0.44]	(46,54]	36.22	1.1764705882352942	0.997256	38	79	55.31	12	30.37974683544304	2.1	2	17.5	16.666666666666664
K01661_downstream.h1_5	K01661_downstream	(0.4,0.44]	(46,54]	44.1	1.1764705882352942	0.995538	36	45	65.8	15	66.66666666666666	2.8	3	18.666666666666664	20
K06027_downstream.h1_2	K06027_downstream	(0.4,0.44]	(54,63]	73.44	3.3333333333333335	4.98082	101	36	70.65	7	38.88888888888889	2	4	28.57142857142857	57.14285714285714
K02284_downstream.h1_1	K02284_downstream	(0.4,0.44]	(63,100]	298.88	7.142857142857142	4.99672	108	72	56.89	27	75	16	15	59.25925925925925	55.55555555555556
K02114_downstream.h1_5	K02114_downstream	(0.4,0.44]	(54,63]	213.52	3.3333333333333335	4.06268	44	33	45.96	11	66.66666666666666	5.2	10	47.27272727272727	90.9090909090909
K00003_upstream.h1_1	K00003_upstream	(0.4,0.44]	(54,63]	86.16	3.3333333333333335	4.9275	33	34	67.96	11	64.70588235294117	1.8	5	16.363636363636363	45.45454545454545
K03685_upstream.h1_5.h2_2	K03685_upstream	(0.44,0.48]	(46,54]	53.41	2.7027027027027026	2.81568	53	69	87.1	17	49.275362318840585	0.7	2	4.117647058823529	11.76470588235294
K06890_downstream.h1_1	K06890_downstream	(0.4,0.44]	(41,46]	174.28	1.4084507042253522	7.95243	75	38	57.54	10	52.63157894736842	4.3	5	43	50
K11145_upstream.h1_1	K11145_upstream	(0.36,0.4]	(46,54]	22.66	2.7777777777777777	0.919415	38	40	74.71	11	55.00000000000001	1.1	2	10	18.181818181818183
K09951_downstream.h1_3	K09951_downstream	(0.4,0.44]	(41,46]	51.41	1.4084507042253522	1.5783	87	38	66.42	7	36.84210526315789	0.9	4	12.85714285714286	57.14285714285714
K03312_upstream.h1_1	K03312_upstream	(0.36,0.4]	(54,63]	81.82	10	3.15579	30	38	77.05	11	57.89473684210527	0.7	4	6.363636363636363	36.36363636363637
K09835_upstream.h1_1.h1_2	K09835_upstream	(0.4,0.44]	(54,63]	120.03	3.3333333333333335	0.970135	58	64	76.64	19	59.375	4.4	2	23.157894736842106	10.526315789473683
K07243_upstream.h1_2	K07243_upstream	(0.36,0.4]	(54,63]	76.25	10	0.901151	33	64	59.22	22	68.75	6.8	2	30.909090909090907	9.090909090909092
K14441_upstream.h1_1.h1_4	K14441_upstream	(0.4,0.44]	(46,54]	15.02	2.3529411764705883	0	43	84	70.32	14	33.33333333333333	1.5	0	10.714285714285714	0
K02699_upstream.h1_4	K02699_upstream	(0.36,0.4]	(54,63]	48.54	10	1.76998	38	39	41.34	13	66.66666666666666	7.1	12	54.61538461538461	92.3076923076923
K01738_upstream.h1_3	K01738_upstream	(0.36,0.4]	(46,54]	9.32	8.333333333333332	0.062247	33	46	76.71	15	65.21739130434783	1.9	1	12.666666666666664	6.666666666666667
K01772_downstream.h2_3	K01772_downstream	(0.4,0.44]	(46,54]	98.58	1.1764705882352942	0	68	126	42.82	20	31.746031746031743	14.2	17	71	85
K00931_upstream.h2_1	K00931_upstream	(0.4,0.44]	(54,63]	276.09	3.3333333333333335	11.8139	52	126	55.94	25	39.682539682539684	11.2	14	44.8	56.00000000000001
K13009_downstream.h2_2	K13009_downstream	(0.44,0.48]	(41,46]	9.96	6.25	2.45108	18	49	80.87	17	69.38775510204081	0.3	1	1.7647058823529411	5.88235294117647
K15577_upstream.h2_1.h2_2	K15577_upstream	(0.4,0.44]	(54,63]	178.78	3.3333333333333335	5.20722	54	154	70.74	36	46.75324675324675	9.9	8	27.500000000000004	22.22222222222222
K00008_downstream.h1_3	K00008_downstream	(0.4,0.44]	(46,54]	47.32	1.1764705882352942	0.00117451	15	49	56.3	15	61.224489795918366	2.2	4	14.666666666666666	26.666666666666668
K09780_downstream.h1_5	K09780_downstream	(0.4,0.44]	(41,46]	147.5	1.4084507042253522	13.263	49	98	86.25	35	71.42857142857143	3.7	5	10.571428571428571	14.285714285714285
K01682_downstream.h1_5	K01682_downstream	(0.4,0.44]	(46,54]	31.61	1.1764705882352942	3.53446	45	28	72.43	8	57.14285714285714	0.6	1	7.5	12.5
K01845_downstream.h2_1.h2_2.h2_4	K01845_downstream	(0.4,0.44]	(41,46]	31.49	1.4084507042253522	1.46622	31	144	69.84	26	36.11111111111111	6.7	9	25.769230769230774	34.61538461538461
K02716_downstream.h1_1	K02716_downstream	(0.4,0.44]	(46,54]	196.32	1.1764705882352942	2.15491	81	40	59.24	11	55.00000000000001	4.7	8	42.727272727272734	72.72727272727273
K09748_upstream.h2_3	K09748_upstream	(0.4,0.44]	(46,54]	74.25	1.1764705882352942	0.956475	107	45	70.31	13	57.77777777777777	3.7	2	28.46153846153846	15.384615384615385
K03798_downstream.h1_3	K03798_downstream	(0.4,0.44]	(35,41]	468.23	6.25	5.67438	201	42	45.79	13	61.904761904761905	11.6	11	89.23076923076923	84.61538461538461
K02718_downstream.h1_4	K02718_downstream	(0.36,0.4]	(54,63]	50.97	10	3.9807	22	53	64.91	16	60.37735849056604	1.2	3	7.5	18.75
K00820_downstream.h1_1	K00820_downstream	(0.4,0.44]	(41,46]	14.9	1.4084507042253522	2.96376	7	33	57.99	12	72.72727272727273	0.3	2	2.5	16.666666666666664
K05583_upstream.h2_1.h2_2	K05583_upstream	(0.44,0.48]	(54,63]	234.24	3.225806451612903	1.35411	87	136	59.71	16	23.52941176470588	3.7	4	23.125	25
K04077_upstream.h1_1	K04077_upstream	(0.4,0.44]	(54,63]	20.75	10	0	97	36	77.05	9	50	0.2	0	2.2222222222222223	0
K02836_downstream.h1_3	K02836_downstream	(0.4,0.44]	(46,54]	26.09	1.1764705882352942	2.31121	15	51	44.56	14	54.90196078431373	3.5	9	25	64.28571428571429
K02902_downstream.h1_4	K02902_downstream	(0.4,0.44]	(35,41]	16.35	6.25	2.96128	6	49	54.52	19	77.55102040816327	0.5	5	2.631578947368421	26.31578947368421
K09834_downstream.h2_1.h2_2	K09834_downstream	(0.44,0.48]	(46,54]	52.17	2.7027027027027026	5.669	19	87	87.7	24	55.172413793103445	1	2	4.166666666666666	8.333333333333332
K04078_upstream.h2_4.h2_5.h2_2	K04078_upstream	(0.44,0.48]	(46,54]	301.19	2.7027027027027026	0.921296	139	122	58.35	14	22.950819672131146	1	0	7.142857142857142	0
K00611_upstream.h2_1.h2_2	K00611_upstream	(0.4,0.44]	(54,63]	70.82	3.3333333333333335	8.15371	40	100	71.1	21	42	0.8	3	3.8095238095238098	14.285714285714285
K01602_downstream.h1_1	K01602_downstream	(0.4,0.44]	(46,54]	38.46	1.1764705882352942	5.06632	69	33	55.67	12	72.72727272727273	5.6	11	46.666666666666664	91.66666666666666
K07738_upstream.h1_1	K07738_upstream	(0.4,0.44]	(46,54]	85.99	1.1764705882352942	4.85305	52	35	63.5	12	68.57142857142857	2.6	7	21.666666666666668	58.333333333333336
K10255_downstream.h2_1	K10255_downstream	(0.4,0.44]	(41,46]	68.64	1.4084507042253522	0	22	59	73.78	8	27.11864406779661	0	1	0	12.5
K01961_upstream.h2_2.h2_4.h2_1	K01961_upstream	(0.44,0.48]	(54,63]	90.58	3.225806451612903	3.07287	116	113	75.8	28	49.557522123893804	2.9	2	10.357142857142856	7.142857142857142
K13993_downstream.h2_3	K13993_downstream	(0.4,0.44]	(35,41]	96.34	6.25	3.98906	45	48	58.1	12	50	3.2	7	26.666666666666668	58.333333333333336
K01480_upstream.h1_5	K01480_upstream	(0.4,0.44]	(46,54]	162.88	1.1764705882352942	8.49568	54	60	70.93	18	60	5.5	6	30.555555555555557	33.33333333333333
K07746_upstream.h1_1	K07746_upstream	(0.4,0.44]	(41,46]	63.1	1.4084507042253522	0.98573	51	31	56.92	7	45.16129032258064	2.1	2	30	28.57142857142857
K04077_downstream.h1_5	K04077_downstream	(0.4,0.44]	(41,46]	306.2	1.4084507042253522	4.26853	117	33	54.7	12	72.72727272727273	7.9	9	65.83333333333333	75
K00012_downstream.h1_1	K00012_downstream	(0.4,0.44]	(35,41]	15.2	6.25	2.99074	15	34	67.07	11	64.70588235294117	0.5	1	4.545454545454546	9.090909090909092
K00721_upstream.h1_1	K00721_upstream	(0.36,0.4]	(54,63]	65.75	10	0.784814	16	36	49.87	14	77.77777777777779	2.7	4	19.28571428571429	28.57142857142857
K01048_upstream.h2_2	K01048_upstream	(0.4,0.44]	(41,46]	11.76	1.4084507042253522	0.989954	4	108	66.23	15	27.77777777777778	0	0	0	0
K09835_downstream.h1_1	K09835_downstream	(0.4,0.44]	(35,41]	37.22	6.25	4.82558	5	34	72.76	15	88.23529411764706	0	0	0	0
K02718_downstream.h2_1	K02718_downstream	(0.36,0.4]	(54,63]	39.13	10	4.95781	22	58	61.18	15	51.724137931034484	1.4	3	9.333333333333332	20
K02276_upstream.h1_1	K02276_upstream	(0.4,0.44]	(54,63]	102.67	3.3333333333333335	3.44992	25	50	55.36	16	64	4.3	10	26.875	62.5
K03856_upstream.h1_2.h2_1	K03856_upstream	(0.36,0.4]	(46,54]	103.83	2.7777777777777777	3.86711	52	78	72.97	19	48.717948717948715	4.2	5	22.10526315789474	26.31578947368421
K00688_upstream.h2_3	K00688_upstream	(0.4,0.44]	(35,41]	21.16	6.25	0.0694229	32	95	77.39	10	21.052631578947366	1.4	1	13.999999999999998	10
K00790_upstream.h2_1.h2_3.h1_3	K00790_upstream	(0.4,0.44]	(46,54]	126.65	1.1764705882352942	7.7986	104	111	72.99	32	57.65765765765766	7.6	11	23.75	34.375
K01915_downstream.h1_4.h2_3	K01915_downstream	(0.4,0.44]	(41,46]	127.68	1.4084507042253522	0.992811	79	58	53.09	8	27.586206896551722	3.3	7	41.25	87.5
K07015_downstream.h1_1	K07015_downstream	(0.36,0.4]	(35,41]	51.91	5.88235294117647	4.91401	39	43	72	7	32.55813953488372	0.8	5	11.428571428571429	71.42857142857143
K02040_downstream.h2_1	K02040_downstream	(0.4,0.44]	(46,54]	96.07	1.1764705882352942	0	56	62	52.14	10	32.25806451612903	4.1	8	41	80
K07566_downstream.h1_2	K07566_downstream	(0.4,0.44]	(46,54]	15.53	2.3529411764705883	0	35	37	90.73	9	48.64864864864865	0	0	0	0
K02115_downstream.h1_2	K02115_downstream	(0.4,0.44]	(41,46]	48.23	1.4084507042253522	5.87082	17	45	76.16	17	75.55555555555556	0.6	0	3.5294117647058822	0
K02716_downstream.h1_3	K02716_downstream	(0.4,0.44]	(46,54]	203.32	1.1764705882352942	4.20674	78	30	60.67	9	60	3.5	6	38.88888888888889	66.66666666666666
K03696_downstream.h2_1	K03696_downstream	(0.4,0.44]	(46,54]	380.22	1.1764705882352942	7.93096	87	73	50.76	14	38.35616438356164	7.3	9	52.142857142857146	64.28571428571429
K09005_downstream.h1_3	K09005_downstream	(0.4,0.44]	(41,46]	9.61	2.8169014084507045	0	4	41	95.53	19	92.6829268292683	0	0	0	0
K00088_downstream.h1_2	K00088_downstream	(0.4,0.44]	(46,54]	14.42	2.3529411764705883	0.979642	51	34	88.08	11	64.70588235294117	0.1	0	0.9090909090909092	0
K00940_downstream.h2_2	K00940_downstream	(0.4,0.44]	(46,54]	35.22	1.1764705882352942	0	40	88	60.45	9	20.454545454545457	0.9	1	10	11.11111111111111
K08480_downstream.h2_5	K08480_downstream	(0.48,1]	(0,35]	8.07	7.142857142857142	5.79571	3	92	63.24	23	50	0	0	0	0
K02294_upstream.h2_1	K02294_upstream	(0.36,0.4]	(54,63]	4.26	10	0	33	68	62.76	4	11.76470588235294	0.8	3	20	75
K02115_upstream.h1_1	K02115_upstream	(0.4,0.44]	(54,63]	33.26	6.666666666666667	1.73602	33	51	53.6	16	62.745098039215684	4.6	5	28.749999999999996	31.25
K03192_upstream.h2_1.h2_2	K03192_upstream	(0.44,0.48]	(46,54]	292.8	2.7027027027027026	4.85608	60	108	62.72	21	38.88888888888889	5.6	10	26.666666666666668	47.61904761904761
K00695_downstream.h1_5	K00695_downstream	(0.4,0.44]	(46,54]	11.24	3.5294117647058822	0.485364	14	62	62.94	24	77.41935483870968	2.7	3	11.25	12.5
K01356_upstream.h1_2	K01356_upstream	(0.36,0.4]	(54,63]	5.4	10	0	101	34	65.29	3	17.647058823529413	0	0	0	0
K07738_upstream.h2_1	K07738_upstream	(0.4,0.44]	(46,54]	74.73	1.1764705882352942	4.82859	34	92	70.55	20	43.47826086956522	2.6	5	13	25
K02698_downstream.h1_1	K02698_downstream	(0.4,0.44]	(41,46]	59.82	1.4084507042253522	3.89429	13	30	66.32	12	80	0.9	3	7.5	25
K02705_upstream.h1_1	K02705_upstream	(0.36,0.4]	(46,54]	8.22	8.333333333333332	0	38	36	58.59	7	38.88888888888889	0.6	0	8.571428571428571	0
K02591_downstream.h1_2	K02591_downstream	(0.36,0.4]	(54,63]	59.82	10	2.29714	31	63	53.67	16	50.79365079365079	5.2	9	32.5	56.25
K04077_downstream.h1_1	K04077_downstream	(0.4,0.44]	(41,46]	225.03	1.4084507042253522	4.50875	74	34	57.83	12	70.58823529411765	6.2	9	51.66666666666667	75
K13993_downstream.h1_1	K13993_downstream	(0.4,0.44]	(35,41]	99.53	6.25	4.93396	44	34	60.98	11	64.70588235294117	3.1	5	28.18181818181818	45.45454545454545
K00790_upstream.h1_1	K00790_upstream	(0.4,0.44]	(46,54]	26.75	1.1764705882352942	2.96706	35	39	76.51	7	35.8974358974359	0.1	3	1.4285714285714286	42.857142857142854
K04077_downstream.h1_3	K04077_downstream	(0.4,0.44]	(41,46]	282.27	1.4084507042253522	4.11317	146	43	51.2	12	55.81395348837209	9.5	10	79.16666666666666	83.33333333333334
K02357_downstream.h1_4	K02357_downstream	(0.4,0.44]	(46,54]	87.73	1.1764705882352942	4.04612	28	55	43.34	22	80	8.3	16	37.727272727272734	72.72727272727273
K01255_downstream.h1_1	K01255_downstream	(0.4,0.44]	(35,41]	24.21	6.25	3.88206	6	35	68.38	14	80	0.1	2	0.7142857142857143	14.285714285714285
K01669_upstream.h1_1	K01669_upstream	(0.4,0.44]	(41,46]	26.17	1.4084507042253522	0	31	37	69.57	12	64.86486486486487	1.9	1	15.833333333333332	8.333333333333332
K22278_downstream.h1_1	K22278_downstream	(0.4,0.44]	(35,41]	43.61	6.25	4.98615	11	31	54.96	13	83.87096774193549	1.6	6	12.307692307692308	46.15384615384615
K03892_upstream.h1_2.h2_1.h1_1	K03892_upstream	(0.4,0.44]	(35,41]	109.51	6.25	1.13986	45	60	59.34	10	33.33333333333333	1.1	2	11.000000000000002	20
K02698_downstream.h2_3	K02698_downstream	(0.4,0.44]	(41,46]	8.82	7.042253521126761	7.50518	4	98	53.15	26	53.06122448979592	0.2	1	0.7692307692307693	3.8461538461538463
K07566_downstream.h1_1	K07566_downstream	(0.4,0.44]	(46,54]	9.57	4.705882352941177	1.93502	17	43	89.29	11	51.162790697674424	0	2	0	18.181818181818183
K09836_upstream.h1_1	K09836_upstream	(0.36,0.4]	(35,41]	52.58	5.88235294117647	3.68698	9	33	51.98	13	78.78787878787878	1.5	3	11.538461538461538	23.076923076923077
K03924_upstream.h1_2	K03924_upstream	(0.44,0.48]	(46,54]	29.34	2.7027027027027026	1.86344	11	115	56.18	23	40	1.5	4	6.521739130434782	17.391304347826086
K02716_downstream.h1_2	K02716_downstream	(0.4,0.44]	(46,54]	53.86	1.1764705882352942	2.24467	72	39	63.22	11	56.41025641025641	4.1	9	37.272727272727266	81.81818181818183
K02115_downstream.h2_2	K02115_downstream	(0.4,0.44]	(41,46]	8.34	8.450704225352114	1.70212	14	63	82.56	17	53.96825396825397	0.2	1	1.1764705882352942	5.88235294117647
K02708_downstream.h1_4	K02708_downstream	(0.4,0.44]	(41,46]	34.27	1.4084507042253522	2.95323	14	46	64.97	14	60.86956521739131	0.7	3	5	21.428571428571427
K03192_upstream.h1_1	K03192_upstream	(0.44,0.48]	(46,54]	124.13	2.7027027027027026	2.97271	59	34	80.7	9	52.94117647058824	0.8	4	8.88888888888889	44.44444444444444
K10206_downstream.h1_5	K10206_downstream	(0.4,0.44]	(35,41]	89.04	6.25	1.58593	16	56	46.26	19	67.85714285714286	4.3	5	22.631578947368418	26.31578947368421
K13009_downstream.h2_1	K13009_downstream	(0.44,0.48]	(41,46]	41.02	6.25	1.54201	23	69	73.07	22	63.76811594202898	1.2	1	5.454545454545454	4.545454545454546
K02437_downstream.h1_1	K02437_downstream	(0.4,0.44]	(54,63]	28.46	6.666666666666667	3.8927	9	30	63.92	12	80	0.3	3	2.5	25
K02357_downstream.h1_1	K02357_downstream	(0.4,0.44]	(46,54]	90.12	1.1764705882352942	5.79602	24	40	53.36	13	65	2.4	6	18.46153846153846	46.15384615384615
K10947_upstream.h2_5	K10947_upstream	(0.4,0.44]	(41,46]	26.92	1.4084507042253522	0.9071	28	77	64.1	15	38.961038961038966	3.3	0	22	0
K03892_upstream.h1_5.h2_2	K03892_upstream	(0.4,0.44]	(35,41]	83.11	6.25	0	43	79	56.65	14	35.44303797468354	3.9	5	27.857142857142858	35.714285714285715
